id,Kichwa,Español
3288,  a escondidas / a ocultas. pakalla shamunki / ama pipash kan kaypi paktamushkata yachachun. vendrás a escondidas / que nadie sepa que tú llegaste aquí.,pakarichina
3289,  hacer amanecer / dar a luz. tutami shuk warmi kari wawata pakarichirka. una mujer en la noche dio a luz un varón.,pakarikta
3290,  toda la noche. pakarikta challwata japirkanchik. pescamos bocachico toda la noche.,pakarina
3291,  nacer / amanecer / trasnochar. tuta pakarikta ñakachik wa-la niña que hizo sufrir toda la noche / al salir el sol / nació. ñukanchikpash / ushushi wawa apanakaman pakarirkanchik. nosotros también trasnochamos hasta que la hija dio a luz.,pakay
3292,  guaba / guabo. pakayta mikunayanchu. ¿deseas comer guaba? pakay (yura) shayashkapimi machakuy sirin. allí donde está el guabo / hay una culebra.,pakaypuma
3293,  ocelote / tigrillo / gato montés. pakay pumami tutaka atallpata wañuchishka. ha sido el tigrillo el que anoche mató a la gallina.,pakcha
3294,  cascada / fuente de agua / chorrera. pakchamanta yakuta apakri / chaymi chirikan.vete a traer agua fresca de la cascada.,paki
3295,  pedazo / rotura / fractura. palanta pakita kuway. dame un pedazo de plátano. paki maki runami shamun. está viniendo el de la mano fracturada.,pakichina
3296,  hacer que se rompa. paymi urmachishpa pakichiwarka. me provocó la caída y me fracturé la mano.,pakina
3297,  quebrar / romper / cometer adulterio. chikan warmiwan puñushpami paypak chakatatak pakirka. durmiendo con otra mujer ha cometido adulterio.,pakiriklla
3298,  quebradizo / frágil. manka allpamanta mukawata ama urmachinkichu / chayka pakirikllami. el tazón de cerámica no lo harás caer / es frágil.,pakirinalla
3299,  quebradizo / frágil. jawapi sirik kaspika pakirinallami / chay ama jaytarinkichu. el palo que de arriba está a punto de romperse / allí no te apoyarás.,paklla
3300,  despejado / claro. paklla rikurishkapimi wasina kani. en lo despejado voy a construir la casa.,pakllaman
3301,  hacia lo despejado / claro. sinchitami wayrakun / pakllaman llukshishun.hace viento huracanado / salgamos hacia lo despejado.,pakllana
3302,  despejar / dejar al descubierto. kay punchaka samay / kayaka achkatami pakllana kanchik. este día descansa / mañana tenemos que despejar mucho.,pakta
3303,  completo / suficiente / junto. kay panka wasinkapak pakta kan. esta hoja es suficiente para hacer la casa. kay runa pakta rimakmi. este hombre dice las cosas suficientes. ñukapa pakta tiyari. siéntate junto a mí.,paktachina
3304,  completar / cumplir / pedir la mano por segunda vez. kan minkashkata paktachirkanimi. cumplí con tu encargo. warmi shutipacha munashkata yachankapak / paktachinata ruranami kanchik. para saber si de verdad quiere la chica / hay que hacer la segunda petición de mano.,paktakta
3305,  hasta satisfacer / hasta concluir / hasta terminar. paktakta mikushpami purinkapak rishka. iré de cacería luego de comer hasta saciarme. chakrapi paktakta llamkashka washami shamusha. volveré de la sementera luego de concluir el trabajo.,paktalla
3306,  mediano (ni grande ni pequeño). jatun wasipichu kanpak ushushika kawsan. paktalla wasipimi kawsan. ¿tú hija vive en casa grande? vive en una casa mediana.,paktamuna
3307,  llegar. sachaman rikkuna kayami paktamunka. los que fueron de cacería llegarán mañana.,paktana
3308,  llegar / caber / bastar / alcanzar. paktamunkichu. ¿ya llegas? armankapak kay yaku paktankachu. ¿alcanzará esta agua para bañarse? kanpak ayllunantin kay wasipi paktankichu. ¿cabrás con todos tus familiares en esta casa?,paktarina
3309,  bastarse / alcanzarse. palanta ukuta pichankapak kaya minkasha yuyarini. ñukanchikllatak paktarishunmi. para hacer la limpieza del platanal / pienso pedir ayuda. nosotros bastamos para ese trabajo.,paku
3310,  pez grande / cachama / ola. kay watapi paku sikashka mana rikurishkachu. este año no se ha visto subir cachama. kay napo mayupika / pakta ushapak pakumi (bakumi) sinchita wayrakpi / shayarin. aquí en el río napo / cuando hace viento fuerte se hacen olas de consideración.,pala
3311,  ancho / tabla (aserrada). mantika pala pankatami charin. la papachina tiene hoja ancha. llakta-kunapika kaspi palatami wasin. en los pueblos construyen casas de árboles aserrados.,palanta
3312,  plátano. palanta umata rantinayankichu ¿quieres comparar el racimo de plátano?.,palata
3313,  quinilla (árbol de madera incorruptible / cuya resina se extraía / después de terminado el caucho).,palsa-shunku
3314,  pulmón. palsashunku unkukpi / mana samana ushashpa / wañuna tukun. si se enferma el pulmón no puedes respirar y te mueres.,palta palta
3315,  uno sobre otro. kankuna ashtakushka palantatak palta palta churanallami. los plátanos que están acarreando póngalos uno sobre otro.,palta
3316,  aguacate. palta muyuta apamushpa katuwanki. traerás aguacate para que me vendas.,paltachina
3317,  hacer montar sobre otro. ñukanchik kanwata antawapi paltachishpa / tiputiniman apanurka. nuestra canoa la montaron sobre el carro y la llevaron a tiputini.,paltana
3318,  poner una cosa sobre otra. palakunata sumakta paltashpa sakinkichik. dejarán las tablas bien puestas unas sobre otras.,paltarina
3319,  montar sobre otro / montarse. wakrapi paltarishpa pukllarkanchik. jugamos montándonos sobre el ganado.,palu
3320,  lagartija. kanpak allku paluta japishpa mikurka.tu perro a cogido una lagartija y se la está comiendo.,palla
3321,  mujer escogida (en época del incario). kunan pachapika pallaka mana akllashka warmichu / ayllushutimi. actualmente palla / no quiere decir “mujer escogida” / es apellido.,pallana
3322,  cosechar / recoger granos. sarata pallana kanchik. tenemos que cosechar el maíz. achka lisan pankatami pallana kanchik. tenemos que cosechar mucha hoja de toquilla.,pallka
3323,  horqueta / rama / catapulta / bifurcación. palta yurapika yuyashpalla sikanami / paypak pallkakuna pakirikllami. aárbol de aguacate hay que subir con cuidado / sus ramas son quebradizas. kanpak pallkata mañachiway. préstame tu catapulta. ñan pallkayashkapika mana yachay tukun / mayta rina rina kashkatapash. donde el camino se bifurca / no se sabe para dónde hay que ir.,pami
3324,  bejuco / mimbre. ashanka illak tukushpa pami pallankapak sachaman rirka. al quedarse sin canasta / fue a recoger mimbre en la selva.,pampa
3325,  suelo / planicie / valle / llanura. pampa allpa kan. es un suelo plano.,pampana
3326,  enterrar / inhumar / meter en el hueco. misi wañushkatami pamparkani. enterré al gato.,pampachina
3327,  hundir / atascar. uchilla kanwapi chimpakuktami / ja-cuando quería atravesar el río en canoa pequeña / unas olas grandes me hicieron hundir.,pampari
3328,  atolladero. kay ñanta ama rinkichu pampallami kan / chayshukta rinki. no te vayas por este camino es un atolladero / vete por el otro.,pamparina
3329,  enterrarse / hundirse / atascarse. turu ukuta rishpa pamparinata yuyanki.cuidado con hundirte por el pantano. kanwata yapalla juntachishpami pamparirkani. por llenar demasiado la canoa me hundí.,pani
3330,  hermana. kanpa paniwanmi pukllakurkani. estuve jugando con tu hermana.,panka
3331,  hoja / página. palanta pankata mantaychik mikunata churankapak. extiendan la hoja de plátano para servir la comida. killka pankata kuwaychi / paykuna kachamushka killkatami kutipankan kani. denme una hoja de papel / voy a dar respuesta al escrito que me enviaron.,pankalla
3332,  liviano / todo de hojas. kay kaspi pankalla kan / mana chunta shina llashakchu. este palo es liviano / no pesa como la chonta. wasi kanchata pichakpi alli kanka / mana alli pankalla juntaran. estará bueno que se limpie el exterior de la casa / todo está lleno de hojas.,pankwana
3333,  una variedad de perdiz. wasi washapi pankwana kaparishpa uyarikun / illapakri. detrás de la casa está cantando la perdiz / vete a cazarla.,pansi
3334,  armazón de palitos. challwa maytushkata yanukushka mankaka pansishkachu.¿la olla en la que cocinas los envueltos de pescado / está con los palitos como armazón?,pantalla
3335,  equivocadamente / fallidamente. yachachi minkashkata pantalla rurashkani. el encargo del profesor lo he realizado equivocadamente.,pantana
3336,  equivocarse / perderse en la selva / ciudad / errar. pantashpa mana allita killkashka. se ha equivocado al escribir. tamya puncharayku pantashpa / sachapi puñushka por la lluvia se ha perdido en la selva y ha dormido allá.,pantu
3337,  animal del tamaño del ocelote / negro y cenizo. pantuni pukushkata illakta mikushka. el pantu se ha comido todo el maduro.,pantupuma
3338,  felino. de la familia y del mismo porte del ocelote. pantu-pumami atallpata mikushpa tukuchikun. el ocelote-pando se está comiendo las gallinas.,paña
3339,  piraña. paña kanishpaka / aycha pititakmi surkun. si la piraña te muerde te saca un trozo considerable de carne.,papa
3340,  papa / patata. ñukanchik charishka papaka / kimsa samimi tiyan,paparawa
3341,  árbol de pan. paparawata yunuychik / yarikayta samachisha cocinen pan de árbol / voy a amortiguar el hambre.,para
3342,  celosa (se dice de una embarcación de poca estabilidad). kay kanwa mana sumak puripak / parami. esta canoa no es buena para navegar / es muy celosa.,parawaku
3343,  variedad de mono (el más veloz de la amazonía). allkukunaka parawaku aychata mikushpa wañunmi / sinchik jampiyukmi. los perros que comen la carne de este mono se mueren. en otras partes le llaman “sipuru”.,parayachina
3344,  bambolear / hacer de lado. pakumi kanwata parayachishpa tikrachirka. las olas bambolearon la canoa y la voltearon. kay kanwa shukmalla parayachishka kan / llashayta chawpipi churaychik. esta canoa está inclinada de un solo lado / pongan la carga en medio.,parisa
3345,  el mono frailecito. parisa kushilluka mikunachu. mikunami / alli aychamari. el mono frailecito es comestible? es comestible / sin duda que es una carne buena.,parutu
3346,  higuerón. parutu wikita upyashpa wiksa manayta jampirinallami. con leche de higuerón es fácil de curarse del malestar estomacal.,paskana
3347,  abrir / despejar / soltar / desatar / zafar. atallpakunata mana paskanachu / inchipilami killachikun. no hay que soltar a las gallinas porque está el ocelote. punkuta paskay / awlukunami paktamun. abre la puerta que los abuelos ya llegaron. watashkata paskay. zafa el amarre.,paspa
3348,  paspa. intipi shayaymantami kanpak maki paspalla kan. por permanecer en el sol tus manos están pasposas.,paspayana
3349,  agrietarse la piel / resquebrajarse. ñukapa aychaka intimantani paspayashka. la piel de mi cuerpo se agrieta por estar en el sol.,pasu (umari)
3350,  árbol / cuyos frutos son aceitosos y agradables al paladar. runaka pasu muyuta yapa mikun / wirayuk kakpi palantawan imapash mikunllami. el indígena come mucho a esta fruta y porque es aceitoso incluso la come con plátano.,pash
3351,  morfema que indica,pata
3352,  piso / borde / orilla / grado / curso. ñuka wasi jawa patayukmi. mi casa es de piso alto. kimsa patallapimi yachashpa katikuni. apenas estoy en tercer grado.,patachina
3353,  doblar. pankata patachinkapak yanapaway. ayúdame a doblar la hoja.,patan
3354,  especie de batea en forma de media luna / construida de aleta de árbol / en ella elaboran la chicha. patampi asway. haz la chicha en esa especie de batea.,patana
3355,  desgajar el racimo de plátano. palanta umata patashpa ashankapi aparimunki. sacando el plátano en gajos puedes traer en la canasta.,patarina
3356,  sinchi wayrakushkapi / yurakuna pakirinalla patarirka. en el momento del ventarrón / los árboles se doblaron casi hasta romperse.,patas
3357,  cacao blanco. runaka patasta uchu mankapi yanushpa mikunchik. los indígenas lo comemos el cacao blanco cocinado en la olla de ají.,patishana (atsiana)
3358,  estornudar. sinka ukuman shikshichikpimi patishakuni. estornudo porque siento comezón en la naríz. imamantayapakta patishani. ¿por qué siento bastante comezón en la nariz?.,patsak
3359,  cien. patsak kullkita charini. tengo cien usd.,pawana
3360,  volar. uritu wawa pawashkami. la lora ya ha volado.,pawshi
3361,  pavo selvático. mana achka runa tiyashkapi / pawshika kay yaku patatami tiyarka. cuando no había mucha gente / el pavo selvático abundaba por esta orilla del río.,pay
3362,  él / ella. pay rimarka. el (ella) dijo (habló). paypak / de él / de ella. paypak ushushimi. es hija de ella.,paya
3363,  entre las hermanas la más vieja o la mayor. ñukapa paya sawarirkami. mi hermana mayor se casó.,payayana
3364,  crecer / ir haciéndose más grande (sólo para mujeres). ushushi payayantaka. mira / se va haciéndose grande la hija.,paychi
3365,  pirarucú / arete (pendinte). un pez de gran tamaño (3 mts. de largo). paypak aychata pala pala llikishpa / kachichutashka washa intipi chakichinami / ama wakllinkapak. la carne del pirarucu se saca en planchas / luego de salarla se seca al sol para que no se dañe. chay warmi rinripi apaykachashka paychi / alli rikurin. el arete que anda a llevar esa mujer se ve bien.,payku
3366,  hierba medicinal antiparasitaria. kuykayukmi kay wawa / paykuta takashpa upyachinkima. este niño tiene lombrices / es de que le den tomar paico machacado.,pi
3367,  ¿quién? en. pipatak kan kay chakra. ¿de quién es estasementera? ñukapa warmi kaypi kan maypi. mi mujer está aquí. ¿en dónde? wasipi shayan. ahí está parada en la casa.,pichana
3368,  limpiar (con machete) / barrer / escoba. chakratami pichanka kani. voy a limpiar la sementera. pichanata apamuy. trae la escoba.,pichari
3369,  no sé quién / desconocido. pitak shamun. pichari. ¿quién viene? no sé quién es! pichari ñuka illapata japirka. pichari japirka. ¿quién será el que cogió mi escopeta? ¿quién cogió?,pichka
3370,  cinco. pichka kullkita yawatimanta kuway. dame cinco dólares por la tortuga.,piki
3371,  pulga / nigua. pikimi allkupi mirashka. el perro está lleno de pulgas. pikimi chakipi yaykuwashka. se me ha metido la nigua en el pie.,pikiwa
3372,  mimbre / bejuco para cestas. ashankata awashpa kuway. pikiwami illan. téjeme una canasta. no hay mimbre.,pikuri
3373,  variedad de lora. domesticada es habladora. pikuri urituka runa shina rimakmi tukun. ese tipo de lora aprende a hablar como las personas.,pilchi
3374,  totuma (hay por lo menos unas cinco variedades y portes). pilchita chawpishpa aspikpi / allimi aswa upyachinkapak. la totuna partida y raspada / sirve para dar a tomar chicha.,pillpintu
3375,  mariposa. pillpintu pakutami charinki yachak rimawarka. el shamán me dijo que padecía del mal de mariposa.,pilluna
3376,  envolver / enrollar / enredar. pankata sumakta pillushpa yakuman jichukri. envolviendo con cuidado la hoja / tírala al río. wawata pilluna kashnami / rikuy. mira / esta es la manera de envolver al niño.,pimpi
3377,  camarón pequeño. bobonaza mayupi achka pimpimi tiyan. en el río bobonaza hay bastante camarón pequeño.,pimpillu
3378,  camarón de agua dulce. yaku chakishkallapimi pimpillika rikurin. sólo cuando está seco el río se ven los camarones.,pimpirana
