id,Kichwa,Espa√±ol,Etiqueta
3017,  rebozo matrimonial. sawarikushkapi llikllata churarinaka / rukukunamanta yachashkatami katikunchi. hay que ponerse el rebozo en los matrimonios / hacemos lo que aprendimos de nuestros mayores.,llikuy,positivo
3018,  variedad de lora. llikuy urituka runa rimashkata mana unay yachanllami. ese tipo de lora / aprende de inmediato lo que las personas hablan.,llimpik,negativo
3019,  brillante / resplandeciente. mana llantuyashpa inti llimpik chishan.el sol resplandeciÛ en todo el dÌa.,llimpyana,positivo
3020,  brillar / resplandecer / relampaguear. intika tutamantatak llimpiankapak kallarirka. el sol empezÛ a brillar desde la maÒana.,lliwpachina,positivo
3021,  pegar / azotar / dar l·tigo. wawakuna mana uyana munakpi / yachachik lliwpachina tukushka. porque los niÒos no quisieron obedecer / el profesor tuvo que azotarles.,lluchka,negativo
3022,  resbaloso. tamya punchapi / urmaypak allpa lluchka tukun. en dÌa de lluvia el suelo se hace resbaloso.,lluchkayana,negativo
3023,  hacerse resbaloso. purina Òan lluchkayashkami. el camino vecinal se ha hecho resbaloso.,lluchpirina,neutro
3024,  sacarse / soltarse. kiwa muyu llutarishkatami llushpirini. estoy sac·ndome el amorseco que se me pegÛ. muchanayashpa japiwakpi / kushpakuymanta llushpirirkani. me agarrÛ para besarme y de tanto sacudirme me soltÈ.,lluchu,negativo
3025,  desnudo / pelado. sisurayku Òukapa allku lluchu sakirishka. por enfermedad mi perro ha quedado pelado.,lluchuna,negativo
3026,  despellejar / pelar / desvestir / desnudar. waÒushka wakrata llampu lluchurkanchik. a la res muerta la despellejamos por completo.,llukana,negativo
3027,  gatear. kanpak wawa Òa llukakmi kanka. mana unayllachu llukakun. tu bebÈ ya debe estar gateando. no hace mucho que gatea.,lluki,negativo
3028,  izquierda / zurdo. lluki maki. ta ruran.todo hace con la izquierda.,llukllu,positivo
3029,  topogrillo. lluklluka tsatsa ukupimi kawsan. kirupi churashpa yakuaycha japinkapak allimi. el topogrillo vive dentro de la arena / es carnada buena para la pesca.,llukshichina,positivo
3030,  salir / sacar. chimpamanta atallpakunata llukshichikrinki. ir·s a sacar los pollos del otro lado.,llukshina,neutro
3031,  salir. kaynallami wasimanta llukshirkanchik. sÛlo ayer salimos de la casa.,llulla,positivo
3032,  mentiroso / mentira / falsedad. warmi karita nirka,llullana,negativo
3033,  mentir. llullakunata tukuylla chiknin. todos repudian a los que mienten.,llullaysiki,negativo
3034,  mentiroso / que acostumbra mentir. chay runapak Òawpakpi ama imatapash rimankichu / llullaysikimi. delante de aquel no digas una sola palabra / es un hombre mentiroso.,llullu,negativo
3035,  tierno (personas / animales / frutas) / nuevo / blando. llullu wawa. niÒo tierno. llullu wakra. res tierna. llullu chunta. chonta tierna. llullu killa. luna nueva.,llulluk,neutro
3036,  retoÒo / cogollo / lo tierno. kula yurapi llulluk wiÒakukkunata llushpinami. los retoÒos que est·n creciendo en el ·rbol de cacao hay,llunchina,negativo
3037,  pintar / manchar. ama yapa killachiwaychu / wirawanmi llunchishkanki. no molestes te voy a manchar con manteca.,llushpichina,positivo
3038,  zafar / desenredar / soltar. kanpak uriti pillurishkata llushpichinki. desenredar·s a tu lora. warmi wawata macharuku japikushkata / rimakuymanta llushpichirka. a la chica le tenÌa agarrada el borracho y de tanto rogarle / hice que la soltara.,llushpina,negativo
3039,  escaparse / zafarse / resbalarse. watashkamanta allku llushpishka. el perro que estaba amarrado se ha escapado. wawakuna turupi llushpishpa pukllan. los niÒos juegan desliz·ndose en el lodo.,llushti,negativo
3040,  desnudo / que carece de lo esencial / sin vellos / sin plumas / sin cerdas. llushti kashpapash upyashpalla kawsan. careciendo de lo esencial / se pasa sÛlo bebiendo. llushti atallpami kashka. ha sido gallina sin plumas.,llushtichina,negativo
3041,  hacer pelar / desollar. puma karata mana llushtina yachashpami Òukata llushtichiwarka. no sabiendo despellejar el cuero del jaguar / hizo que yo lo pelara.,llushtikara,negativo
3042,  desnudo / en cueros / sin plumas / sin cerdas / sin vellos. pinkaypa macharuku llushtikara purihurka. daba verg¸enza del borracho que andaba desnudo.,llushtina,negativo
3043,  pelar / desollar. maypipash kiruta llushtishpalla purinki. donde quiera est·s pelando los,llushtyachina,neutro
3044,  empobrecerle. pay kullkita charishkapi may raymikunaman kayashpa / markamama tukuchunrishpa / kullkita maÒashpa... llushtiyachirka. cuando ella tenÌa dinero le llamaban a las fiestas / le apadrinaban / le pedÌan dinero... asÌ la empobrecieron.,llushtyana,positivo
3045,  quedarse sin nada / empobrecerse. kunanka kayman chayman purin / kullki tukurikpi llushtiyashka. andando de aquÌ para all· se le terminÛ el dinero y est· empobrecido.,llutachina,negativo
3046,  juntar / unir / pegar. wawa warmita ruku runawan llutachishka / kawsaranun. la chicha se junta con el viejo / conviven.,llutana,positivo
3047,  untar / unir / juntar / pegar / adherir. yawarwikita chukrishkapi llutarkani. untÈ sangre de drago en la herida. killka pankata wikiwan llutachi. pega la hoja de papel con pegante.,llutarina,negativo
3048,  acercarse / pegarse / atracar / convivir maritalmente. Òuka munashka warmiman llutarishapash / paywan rimarinata mana usharkanichu. aunque me acerquÈ a mi amada / no pude conversar con ella. ayllullakta-wankuri punkupi llutarishun. atraquemos en el puerto de la comuna. munanakushpa llutarikkuna /kawsan.se quisieron y se juntaron / conviven.,machakuy,positivo
3049,  culebra / serpiente. chuchicunata mikuk machakuytami waÒuchirkani. matÈ la culebra que se comÌa a los pollitos.,machana,negativo
3050,  emborracharse / chumarse / embriagarse. antuchi upyachishkawan kayna machashkani. la chicha que ayer me dieron / me emborrachÛ.,macharina,negativo
3051,  emborracharse. Òukallami macharirkan. yo mismo me emborrachÈ.,machashka,negativo
3052,  chumado / borracho / ebrio. machashkapi runaka kuchi shina tukunchik. cuando se emborracha una persona se convierte como un animal.,machay,negativo
3053,  borrachera. machay japiwantaka. me cogiÛ la borrachera.,machaykara,negativo
3054,  el que se emborracha. kay runami machaykara tukurka. esta persona se emborrachÛ.,machaysiki,negativo
3055,  borracho / vicioso. machaysiki karikuna warmikunapash yanka rimarin. los borrachos,machika,negativo
3056,  harina de cebada. Òuka machikata munani. yo quiero la harina de cebada.,machin,positivo
3057,  mico / mono. wiwashka machinka wasita chawsishpami killachin. el mico domesticado hace travesuras en la casa.,machituna,negativo
3058,  variedad de guaba cultivada. machituna muyuta tarpunkapak wakaychinki. guardar·s la semilla de esa guaba para sembrar.,machu,neutro
3059,  tuerto. payllatak Òawipi pirutirishpami machu kawsan. Èl se habÌa flechado en el ojo y es tuerto.,makachina,negativo
3060,  hacer pegar / golpear. wakaysikimanta kay wawa / yanka makachiwan. por llorona esta criatura / me hace golpearla tontamente.,makana,negativo
3061,  palanca plana de chonta / con la que se siembra la yuca. sinchi allpapika makanawan allimi lumuta surkunkapak. la palanca de chonta sirve para sacar la yuca en tierra dura.,makanakuna,positivo
3062,  golpearse / pelearse a puÒetazos y patadas. machakpura makanakurka. se golpearon entre borrachos.,makarina,negativo
3063,  pelear. kayna apamushka kari wakraka (ullku wakra) Òukanchikpakwan makarin. el toro que llegÛ ayer / est· peleando con el nuestro. chay runakuna allku shina wawkipura makarin. esos nativos cual perros pelean.,makarisiki,negativo
3064,  peleÛn / na. pay makarisikimantami waktay tukushka. por peleÛn le golpearon.,maki,negativo
3065,  mano / manojo / puÒado. makiwanmi achka llankanakunata ruranchik. con las manos hacemos muchas de actividades. kanpak maki junta sarata apamuy. trae un puÒado de maÌz.,makipura,positivo
3066,  mano a mano / al contado. kullki illak kashpa ama shamuychu / makipura kullkita kuna kashpaka / allimi. no vengas si no tiene dinero / si me vas a dar dinero al contado / est· bien.,malta,negativo
3067,  en desarrollo / maduro. kay churika wiÒashpa malta shayarishkallami. este hijo ya desarrollÛ por completo. chayshukka / wiÒashuk maltami. este otro es un joven en desarrollo.,maltayana,neutro
3068,  rejuvenecer. llaktamanta shamushkapi ruku rikurirkanki / kunanka maltayashkankimi. cuando llegaste de la ciudad tenÌas aspecto de viejo / ahora has rejuvenecido.,mallina,neutro
3069,  probar / saborear. yanushka mikunata mallipanki. prueba esa comida.,mallki,positivo
3070,  planta / rama / retoÒo. palanta mallkitami tarpujuni. estoy sembrando plantas de pl·tano. lumu kaspitachu tarpujunki. øest·s sembrando ramas de yuca?,mallkina,positivo
3071,  retoÒar / brotar. tarpushka lumu pallkakunaka mallkiranmi. las ramas de yuca est·n retoÒando.,mallkiyana,positivo
3072,  echar retoÒos / brotar tallos. palanta sapikuna achka mallkiyashkami. las cepas de los pl·tanos est·n llenas de nuevos tallos.,mama,neutro
3073,  madre / mam·. kanpak mamaka aswayukchu. øtiene chicha tu mam·?,mamaku,negativo
3074,  expresiÛn utilizada con las niÒas cariÒosamente. Òuka mamakuta yapa makapan.(refiriÈndose a una niÒa) le pegan mucho a mi mamacita. shamuy mamaku / unay mana rikushachu llakinayan. ven mamacita / que quiero acariciarte.,mamakucha,positivo
3075,  mar / ocÈano. mamakuchapika jatun pakukunami jatarin / uchilla kanwawanka yakupi waÒunami. en el mar se levantan olas graves / en canoa pequeÒa ser· f·cil naufragar.,mamallakta,positivo
3076,  naciÛn / patria / paÌs. Òukanchik mamallakta ecuador kan. nuestra patria es ecuador.,mamallaw,positivo
3077,  expresiÛn que denota sorpresa / temor. mamallaw / imatatak rikuni. °huy / que veo! mamallaw / imachari tukunka kanchik. °me late / que algo nos va a suceder!,mana,positivo
3078,  no / negaciÛn. pay mana llankarkachu. Èl no tocÛ. payka mana rinkachu. Èl no se ha de ir.,manachu,positivo
3079,  øverdad? øno es cierto? paymari kayna Òukanchikta killachihurka. manachu. el fue quien estuvo molest·ndonos ayer. øno es cierto? manachu / kan rimawarkanki / Òukawanmi sawarinka kan. øes verdad / que me dijiste que te ibas a casar conmigo?,manapacha,positivo
3080,  no / de ninguna manera. tuta purinkapak rishun. manapacha rishachu / manchanayawanmi. vamos de cacerÌa en la noche. de ninguna manera irÈ / tengo miedo.,manapi,negativo
3081,  nadie / ninguno. runa shamurkachu. manapi shamunchu. øvino alguien? ninguno ha venido.,manapipash,positivo
3082,  nadie. kanpak ayllukuna shamurkachu. manapipah shamushkachu. øvinieron tus familiares? nadie ha venido.,manarak,positivo
3083,  todavÌa no / antes de... manarak atallpata waÒuchinichu. todavÌa no mato a la gallina. tantanakuy manarak tukurishkapi / runakuna wasiman rin. antes de terminar la reuniÛn la gente se va a su casa.,manchachina,positivo
3084,  espantar / asustar / atemorizar. mana tiyashkapi runa rikurishpa / manchachiwarka. no habÌa nadie y al aparecer de improviso esa persona / me asustÛ.,manchana,neutro
3085,  tener miedo / temer / asustarse. sapalla kashpami / puma shamunamanta manchani. como estoy solo tengo miedo de que aparezca el jaguar.,manchanayakta,negativo
3086,  bastante / harto / mucho. manchanayakta yachayta charik mishutami rikurkani. conocÌ a un mestizo que realmente tenÌa mucho conocimiento.,manchanayay,positivo
3087,  miedo / temor / espanto / susto. jatun turukunapi sapalla purikushpa / manchanayay kunkaymanta shamun. cuando andamos solos en los pantanos / de repente le viene el temor a uno.,mancharina,negativo
3088,  asustarse / espantarse / atemorizarse / maravillarse / admirarse. sinchi wayra shamukpi rikushpa / mancharirkani. vi que venÌa un ventarrÛn / me asustÈ. pachakamak Òukanchikrayku sumakkunata rurashkata rikushpa / mancharinimi. me maravilla ver como dios ha hecho cosas tan buenas para nosotros.,manchay,positivo
3089,  temor / miedo. ima tiyakpi shina / yanka manchay shamuwan. como que hubiese algo / siento temor.,manchaysiki,negativo
3090,  cobarde / miedoso / tÌmido. runata manchaysiki wawami. la niÒa tiene miedo de la gente.,manchu,positivo
3091,  insectos que tienen olor fuerte. manchu Òawipi ishpashpaka uchu shinami rupachin.cuando ese insecto orina en los ojos / hace arder como el ajÌ.,manka,neutro
3092,  olla (de barro). rukumamakuna yachachishkami kunankaman allpamankata awanchik.porque nuestras abuelas nos enseÒaron hacemos ollas de barro hasta hoy.,manÒa,positivo
3093,  orilla / borde / filo. kucha manÒapi ama shayaychu / amarun aysankami. no te quedes junto a la orilla de la laguna / la boa se puede aparecer.,manÒayana,negativo
3094,  acercarse. kayman manÒayay / usata rikushun. acÈrcate para ac· / quiero verte la cabeza. karupi shayak warmi / allimanta Òukaman manÒayamurka. una mujer que estaba distante / se fue acercando poco a poco.,manta,positivo
3095,  sufijo que indica procedencia o causa. chimpamantami paktamukuni. llego de la otra orilla del rÌo. tuta purishkamanta manapacha alli yachiwan. haber andado en la noche / me hace sentir mal.,mantaka,negativo
3096,  parrilla. aychata mantakapi churanki / kusarikuchun. pondr·s la carne en la parrilla para que se estÈ asando. mantakakpimi kay lupuna yurata kuchuypak tukunka / jawapi pankayuk kan. este ·rbol de ceibo ser· posible tumbarlo haciendo parrilla / pues tiene muchas hojas.,mantakakiru,neutro
3097,  horcÛn. raku mantakakirukunatami munani / achka aychatami juntachinka rani. necesito horcones gruesos para sostener harta carne.,mantana,positivo
3098,  tender / extender. puÒunata mantay / siririnkamikani. tiende la cama / voy a acostarme. kanpak churanata kiwa jawapi mantakpi chakirinkami. si extiendes tu ropa sobre la hierba se ha de secar.,manti,positivo
3099,  papa china / tubÈrculo comestible. kanpak mantita kuchimi illakta mikushka. los puercos se han comido toda tu papa china.,manturu,neutro
3100,  achiote. manturuta mikunapi ama churankichu / pukaklla mikunata mana mikuna ushanichu. no pongas color en la comida / no como comida roja.,maÒachina,negativo
3101,  prestado / dar prestado. Òuka mashi kullkita maÒachiwarka. mi amigo me dio dinero prestado. mi amigo me pidiÛ dinero prestado.,maÒana,negativo
3102,  pedir / rogar / rezar / invocar. kanpak ushushita maÒankapakmi yaykumunchik. hemos llegado a pedirle la hija. pachayayata maÒashun / pay achka yanapayta Òukanchikman kunkami. pidamos a dios / Èl nos dar· mucha ayuda.,maÒiwa (maÒa),positivo
3103,  bejuco amarrado en forma circular que se coloca en los pies para subir a los ·rboles. yapa llampu yurami / maÒiwata rurashpami sikanata usharinka. el ·rbol est· demasiado liso / con el bejuco amarrado se podr· subir.,mapa,positivo
3104,  cera de abeja / sucio. mapayashkata japichi / mana rikuypak yana tutami kan. enciende la cera que la noche est· oscura. mapa churanawan purikunki / utka takshakriwanki. andas con ropa sucia / vete a lavar de inmediato.,mapari (mapamari),neutro
3105,  sanguijuela. mapari tsunkashpimi millay karacha tukuwashka. se me ha infectado donde me mordiÛ la sanguijuela.,mapashka (mapayashka),negativo
3106,  animales en celo. mapayashka allkuta ama watachinkichu / allku wawata mana munanichu. no hagas aparear a la perra que est· en celos / de momento no necesito cachorros.,mari,negativo
3107,  morfema afirmativo. kanpak mamaka shamushkamari. tu mam· ha venido.,marka,neutro
3108,  provincia. orellan shutiyuk markapimi kawsakunchik. vivimos en la provincia de orellana.,markakmama,positivo
3109,  madrina. kanpak markakmamaka alli kawsankapak kamachinchu. la madrina te aconseja el vivir bien.,markakyaya,positivo
3110,  padrino. kanpak markakyayata naparkankichu. saluda a tu padrino.,markana,positivo
3111,  apadrinar / llevar en los brazos o hombro. kanpak wawatak markachiway. quiero llevar en brazos a tu niÒo. kay kaspita markasha. cargarÈ este palo al hombro.,masana,neutro
3112,  mezclar / entreverar. masachishpami machana yakuta upyarkani / chayraykumi aycha nanawan. al tomar mezclÈ las bebidas alcohÛlicas por eso me duele todo el cuerpo.,masha,negativo
